2800 1666347080
7000 1666347133
440 1666347160
18760 1666347178
1920 1666347225
280 1666347253
4300 1666347305
2400 1666347316
540 1666347350
40 1666347388
4700 1666347388
5220 1666347388
6180 1666347388
5860 1666347388
8300 1666347388
9720 1666347388
14620 1666347388
660 1666347419
180 1666347426
160 1666347426
9140 1666347449
880 1666347534
1120 1666347540
4260 1666347627
140 1666347647
1600 1666347694
340 1666347798
1920 1666347868
360 1666347896
140 1666348002
140 1666348002
160 1666348002
13140 1666348034
880 1666348095
740 1666348107
3820 1666348110
40 1666348162
2240 1666348181
1360 1666348188
920 1666348193
15220 1666348207
14860 1666348252
2160 1666348278
80 1666348294
840 1666348327
13800 1666348336
40 1666348336
12260 1666348336
180 1666348336
1200 1666348399
7780 1666348399
5000 1666348415
780 1666348433
1160 1666348505
1880 1666348553
6580 1666348635
940 1666348703
380 1666348708
7640 1666348828
1320 1666348865
280 1666348891
3160 1666348928
360 1666348972
840 1666349014
1680 1666349054
4280 1666349056
3840 1666349062
400 1666349070
7760 1666349076
720 1666349082
8720 1666349166
1920 1666349242
5740 1666349242
2640 1666349250
440 1666349327
800 1666349343
180 1666349361
5100 1666349362
2520 1666349516
1460 1666349528
320 1666349559
580 1666349613
660 1666349659
380 1666349660
820 1666349730
160 1666349784
320 1666349816
2260 1666349968
2920 1666350086
6060 1666350103
340 1666350144
1120 1666350273
1140 1666350310
540 1666350330
220 1666350616
2020 1666350685
3780 1666350703
1260 1666350950
16540 1666350951
1140 1666350958
1480 1666350975
240 1666351043
480 1666351045
640 1666351082
1840 1666351157
760 1666351212
1680 1666351213
1040 1666351302
1400 1666351382
1380 1666351388
360 1666351392
280 1666351472
1700 1666351489
340 1666351546
880 1666351560
1480 1666351582
1680 1666351632
720 1666351682
80 1666351740
1020 1666351743
4540 1666351753
2940 1666351762
200 1666351790
480 1666351870
1660 1666351981
240 1666352040
400 1666352049
2800 1666352069
340 1666352094
1020 1666352195
1260 1666352356
1700 1666352388
3320 1666352390
80 1666352414
880 1666352432
940 1666352458
380 1666352479
800 1666352520
380 1666352535
3240 1666352626
140 1666352661
1860 1666352697
80 1666353169
760 1666353178
4520 1666353246
1580 1666353254
5060 1666353256
3180 1666353258
1460 1666353262
19320 1666353276
440 1666353284
2220 1666353316
9640 1666353398
2800 1666353466
140 1666353565
300 1666353672
1180 1666353690
540 1666353693
9600 1666353696
1080 1666353709
2940 1666353804
5900 1666353844
4300 1666353947
2020 1666353976
2860 1666354016
900 1666354025
1460 1666354052
2460 1666354074
840 1666354118
900 1666354145
1000 1666354186
2860 1666354253
280 1666354255
1800 1666354347
3520 1666354362
480 1666354623
1500 1666354661
720 1666354707
1180 1666354825
2520 1666354854
6040 1666354922
16760 1666354946
9440 1666354983
540 1666355029
2400 1666355085
1260 1666355145
4780 1666355166
80 1666355231
820 1666355415
1360 1666355440
260 1666355440
1920 1666355631
2340 1666355634
1580 1666355654
1180 1666355683
3860 1666355688
4480 1666355762
1360 1666355784
3880 1666355877
3520 1666355883
560 1666355956
1420 1666356006
500 1666356045
420 1666356163
2620 1666356374
4440 1666356453
1900 1666356540
360 1666356594
7020 1666356635
5740 1666356656
2280 1666356722
100 1666356752
4860 1666356938
2220 1666356954
1560 1666356967
120 1666357001
480 1666357010
3120 1666357086
60 1666357203
5120 1666357250
860 1666357261
500 1666357290
460 1666357297
60 1666357297
40 1666357297
60 1666357297
200 1666357297
200 1666357297
160 1666357297
240 1666357297
60 1666357297
20 1666357297
60 1666357297
20 1666357297
200 1666357297
200 1666357297
60 1666357297
200 1666357297
60 1666357297
160 1666357297
240 1666357297
80 1666357297
40 1666357297
240 1666357297
60 1666357298
3940 1666357310
1540 1666357444
80 1666357460
1320 1666357475
2980 1666357478
1820 1666357480
4960 1666357492
1260 1666357521
1620 1666357546
2940 1666357605
2400 1666357641
1260 1666357678
3040 1666357680
200 1666357742
13680 1666357803
15840 1666357812
1080 1666357842
360 1666357858
440 1666357862
1500 1666357925
820 1666357946
4480 1666358038
420 1666358044
580 1666358044
1800 1666358044
1100 1666358140
440 1666358389
1380 1666358393
1400 1666358401
3500 1666358462
1000 1666358472
120 1666358524
2840 1666358605
280 1666358669
